1,57,1817,-450,46,25,76
1,-823,1478,-770,36,25,65
1,-1521,1696,-367,35,21,46
1,-636,1125,-454,39,23,27
1,-1823,-241,-520,46,23,8
1,-435,-84,-118,61,36,-5
1,-1063,-663,-160,76,42,-12
1,343,-1008,-167,92,54,-10
1,-722,-1284,-408,103,56,-5
1,411,-597,-385,112,54,3
1,1249,-535,-764,113,51,11
1,79,-717,-809,106,44,21
1,1393,178,-201,102,40,34
1,688,-1097,-514,91,38,40
1,362,-220,-198,75,31,55
1,318,1546,-79,58,31,70
1,116,1982,-367,46,32,63
1,-1074,1350,-277,38,29,51
1,-757,932,-295,37,27,35
1,-1282,318,-347,37,26,21
1,-891,634,-64,41,25,9
1,-1777,8,-281,47,26,-2
1,-401,-173,-316,61,35,-11
1,-498,-820,-161,79,43,-13
1,673,-971,-638,98,53,-7
1,-120,-661,-340,111,52,2
1,238,-409,-370,119,51,12
1,315,-682,-311,124,48,21
1,1341,-1439,-663,124,46,31
1,170,1683,-541,115,38,50
1,1108,-225,-241,107,33,59
1,239,420,-285,95,29,66
1,73,-7,-203,77,28,70
1,865,1616,-242,55,28,72
1,-1763,849,-223,38,23,62
1,-810,1465,-90,32,21,53
1,-1324,1198,-275,32,20,39
1,-1723,647,-476,36,20,23
1,-197,551,-363,44,24,6
1,-1978,114,-462,52,23,-6
1,-190,-327,-414,70,33,-15
1,-776,-1064,-532,87,41,-18
1,720,-1090,-791,109,55,-9
1,601,-1511,-829,121,55,2
1,809,-1285,-1217,127,51,20
1,583,533,-491,124,44,43
1,1754,-940,-820,117,40,51
1,1456,2562,-690,91,34,68
1,-1358,493,-253,60,30,63
1,-353,2546,-19,43,25,64
1,-1974,1662,-258,36,23,50
1,-839,1470,-427,35,22,36
1,-989,913,-577,39,22,19
1,-1920,-11,-578,47,23,4
1,-621,-496,-298,62,37,-7
1,-1132,-687,-244,78,44,-11
1,877,-1394,-363,101,56,-5
1,171,-679,-503,115,53,5
1,598,-618,-421,122,47,16
1,997,-321,-769,122,42,28
1,93,-1092,-309,116,32,42
1,495,1373,-255,106,27,57
1,736,-84,-287,94,24,63
1,673,1093,-673,71,23,61
1,-1218,778,-284,50,17,58
1,-573,914,60,39,17,49
1,-1249,-155,-268,36,16,38
1,-1381,1067,-492,36,16,27
1,-1939,293,-561,44,15,9
1,333,-771,-321,57,31,-3
1,-1598,-666,-209,61,32,-11
1,-753,-622,-220,78,36,-10
1,-18,-782,-251,99,48,-2
1,219,-489,-221,114,48,6
1,1073,-1560,-630,121,46,16
1,176,657,-594,121,39,31
1,626,-1450,-384,120,33,43
1,1051,317,-453,111,30,61
1,356,450,-275,92,25,76
1,748,306,115,71,22,81
1,-277,1457,-514,47,22,82
1,-1391,2627,-740,35,21,75
1,-1146,473,-232,34,21,56
1,-1406,597,-522,34,22,40
1,-1686,-368,-510,40,22,23
1,-1136,101,-578,48,27,6
1,385,-402,-62,62,29,-4
1,239,-487,-371,79,36,-7
1,-1401,-945,-320,94,41,-5
1,942,-1089,-488,114,51,1
1,331,-1278,-502,123,46,12
1,399,-204,-470,127,40,27
1,2359,-670,-586,126,32,38
1,-262,548,-659,107,19,55
1,-22,45,-115,87,9,64
1,228,817,31,73,11,73
1,-116,1350,-339,55,15,72
1,-1195,989,-388,43,14,65
1,-1007,828,-252,40,15,50
1,-1338,272,-411,38,14,39
1,-1095,1365,-461,42,14,27
1,-327,-219,-677,51,14,10
1,-1757,76,-505,61,23,-1
1,-780,-272,-300,75,28,-9
1,-341,-1471,-333,99,42,-8
1,76,-1330,-394,121,49,2
1,1061,-1635,-587,134,46,16
1,78,391,-799,135,35,36
1,751,82,-199,132,30,55
1,1154,75,-291,123,28,63
1,-20,677,-142,104,25,74
1,673,707,83,85,27,76
1,-1219,2496,-784,60,28,75
1,-1744,1081,-505,52,28,56
1,-1663,737,-665,53,28,40
1,-1517,1105,-468,64,33,19
1,-759,973,-527,79,40,1
1,-1205,122,-55,91,40,-19
1,-823,-283,-98,109,52,-36
1,-131,-532,-1265,127,62,-34
1,286,-632,-558,146,63,-27
1,973,-987,-692,167,60,-10
1,1128,-2312,-1884,181,51,8
1,946,2589,-1147,188,40,43
1,2031,-1529,-111,190,33,55
1,3945,2179,-397,174,29,71
1,-2625,2499,-648,133,15,80
1,-385,3685,-948,114,12,74
1,-1262,1078,-1256,102,17,43
1,-3953,-125,-1886,100,3,16
1,362,963,-437,111,15,-11
1,-2024,-1044,-338,124,23,-23
1,681,-1366,-149,146,42,-24
1,688,-1838,-888,166,52,-10
1,1095,-1044,-1699,176,46,6
1,170,13,-722,179,37,33
1,1297,-1739,-681,180,34,42
1,1916,1671,-576,173,29,63
1,503,486,-306,148,18,66
1,-1682,1827,-871,120,11,65
1,-345,1356,-357,110,11,54
1,-1244,1294,-385,103,8,30
1,-1995,-9,-881,104,7,10
1,-1080,-151,-304,111,14,-10
1,-1417,-860,-458,123,28,-22
1,490,-1814,8,142,46,-21
1,-208,-954,-723,163,52,-8
1,685,-1674,-711,174,50,4
1,976,-1557,-1873,177,46,23
1,330,946,-778,180,37,50
1,1574,-505,-584,179,36,58
1,2131,1781,-1017,169,34,69
1,549,2655,-997,134,25,68
1,-1936,4173,-867,104,14,55
1,-3821,1970,-775,97,5,18
1,-828,-181,-145,100,13,-14
1,-2754,-351,-217,102,14,-37
1,-2167,-1518,-693,122,29,-45
1,-725,-1294,-1099,148,48,-35
1,480,-1121,-1069,170,51,-20
1,518,1415,-1320,182,47,-3
1,2026,-1063,-1141,186,49,5
1,1449,-340,-1236,185,45,21
1,66,2086,-450,180,37,43
1,1864,-51,-471,171,34,46
1,1266,2738,-708,143,22,53
1,-3060,2519,-1134,117,2,50
1,-778,1139,-406,112,0,34
1,-3682,337,-1627,111,-5,10
1,-1717,59,-382,119,0,-19
1,475,-551,-487,133,20,-28
1,-540,-949,-385,149,36,-23
1,926,-1809,-805,165,51,-13
1,906,-216,-1386,173,48,5
1,1159,-1749,-1017,177,39,27
1,2060,1141,-724,175,32,51
1,314,840,-117,162,22,66
1,67,172,-445,141,17,65
1,165,3696,-1181,122,17,68
1,-1600,590,-294,105,16,43
1,-2558,589,-750,98,12,25
1,-87,1862,-478,98,17,2
1,-2623,-500,-343,103,16,-17
1,-202,-854,-224,125,41,-21
1,-175,-1059,-365,142,57,-15
1,36,-847,-490,156,58,-6
1,790,-2352,-851,162,58,1
1,963,-288,-1136,164,52,19
1,287,-471,-246,164,45,33
1,1312,-1995,-879,160,43,40
1,687,1326,-767,144,32,62
1,-421,1267,-113,123,26,72
1,-547,787,83,112,22,71
1,-1346,-352,-73,108,21,67
2,-1344,-1201,-380,103,-15,26
2,-3083,1550,-705,105,-21,52
2,-766,640,231,124,-21,60
2,-591,1569,-763,152,-20,64
2,-516,2331,-1523,173,-18,56
2,1313,1342,-662,186,1,43
2,902,1962,-1339,186,10,22
2,727,245,-678,174,16,-5
2,632,-467,-427,159,9,-23
2,-697,-1413,-471,139,1,-29
2,1408,255,-258,124,-4,-23
2,-1494,-1509,-421,111,-13,-15
2,-733,-912,-427,102,-13,0
2,-1065,138,-662,98,-15,21
2,-2128,-636,-103,99,-13,35
2,-690,560,-88,112,-9,49
2,-2256,1014,-134,129,-9,57
2,142,1642,-638,155,-2,52
2,-207,1096,-902,178,10,45
2,1963,1983,-975,187,21,32
2,263,1774,-962,185,30,15
2,-344,-527,-291,174,32,-11
2,1465,775,-382,163,33,-25
2,922,-177,-527,136,22,-39
2,154,-212,-492,120,1,-41
2,-1015,-1635,-722,104,-4,-32
2,-213,-1094,-452,100,-10,-16
2,-1866,-409,-678,96,-16,4
2,-2316,-249,-388,102,-16,25
2,-1006,664,-136,112,-8,43
2,-1981,575,-160,131,-5,47
2,-74,2110,-754,154,2,47
2,202,1434,-574,172,14,34
2,1514,2646,-1152,178,25,22
2,905,310,-555,170,32,0
2,509,179,-284,159,30,-19
2,2012,494,-445,141,25,-33
2,775,-360,-495,126,9,-39
2,-719,-1553,-436,113,-3,-33
2,96,-1594,-819,109,-10,-13
2,-984,-21,-468,105,-20,10
2,-2259,-1118,-211,102,-22,21
2,-1038,24,-341,108,-17,36
2,-1696,-231,-201,119,-13,46
2,-3326,1166,-812,135,-13,51
2,-663,1203,-992,160,1,54
2,-678,1834,-967,184,19,43
2,1132,1847,-1290,194,37,35
2,675,2338,-1038,195,42,17
2,165,23,-323,186,46,-6
2,1526,245,-526,174,46,-24
2,846,314,-622,150,31,-40
2,1093,-382,-640,137,12,-44
2,163,-919,-767,122,1,-37
2,-1173,-285,-1423,120,-11,-24
2,-235,-1355,-618,112,-17,-7
2,-2552,-1136,-1046,110,-23,13
2,-1410,1589,-535,116,-16,40
2,-858,671,-199,131,-7,49
2,-1324,1941,-209,151,0,56
2,-887,601,-943,173,7,51
2,2024,3107,-1377,192,15,42
2,402,654,-221,192,19,20
2,1116,1389,185,191,22,6
2,560,1051,-646,172,19,-12
2,-79,-485,-611,150,7,-29
2,911,97,-841,128,0,-33
2,-1700,-1221,-1206,110,-16,-29
2,-2085,-1734,-790,100,-19,-13
2,-2237,-300,-1014,95,-17,11
2,-1563,-245,-747,96,-11,40
2,-913,1920,-104,109,-6,63
2,-635,2126,-533,142,-5,68
2,1797,1895,-835,180,2,61
2,490,2253,-1361,191,4,43
2,-158,1007,-766,194,10,17
2,1300,714,324,190,16,-7
2,183,123,-658,167,8,-31
2,2107,-942,-1080,133,-8,-42
2,72,-1246,-902,111,-24,-33
2,-521,-727,-420,103,-29,-19
2,-110,-2186,-810,97,-29,-2
2,-2780,-1824,-2037,96,-28,26
2,-1040,2903,-646,97,-18,65
2,-1639,1466,-612,118,-18,69
2,-578,1124,-613,152,-12,64
2,368,2628,-554,177,-8,54
2,441,2028,-824,188,-1,38
2,494,1397,-678,195,3,16
2,-288,1098,-238,198,10,-10
2,576,464,-283,192,16,-30
2,1221,352,-210,172,11,-48
2,683,-1121,-708,146,-3,-55
2,1714,-257,-927,123,-19,-49
2,-1847,-2308,-769,115,-31,-34
2,-875,-1601,-1811,120,-23,-10
2,-1772,-1426,-1083,125,-21,21
2,-736,381,-403,127,-20,49
2,-1676,911,-106,129,-24,65
2,-1892,3807,-1074,140,-27,64
2,-413,831,-1244,165,-21,46
2,479,2127,-1023,185,-7,31
2,1455,2120,-966,189,1,10
2,614,1065,-507,184,10,-16
2,1949,75,-49,172,10,-39
2,836,-1408,-448,145,-7,-51
2,1661,-1571,-942,124,-24,-39
2,-665,-1345,-1362,117,-38,-16
2,-1848,-512,-858,111,-44,6
2,-1854,-1381,-965,109,-41,23
2,-1493,-278,-860,113,-34,43
2,-1407,2409,-850,121,-30,61
2,-2013,2752,-758,142,-29,56
2,760,2774,-1787,170,-12,35
2,1403,2500,-1103,179,1,9
2,590,1363,235,178,5,-24
2,1765,168,292,175,8,-46
2,647,-466,-477,163,2,-58
2,1689,-810,-1194,147,-8,-57
2,560,-1588,-894,131,-25,-44
2,-176,-2412,-1311,122,-43,-24
2,-1335,-657,-2063,118,-58,7
2,-1640,125,-1179,111,-54,35
2,-2145,130,-764,113,-52,47
2,-1544,236,-852,124,-46,56
2,-891,2780,-717,140,-40,59
2,-1444,1765,-754,164,-35,51
2,514,3188,-1612,186,-20,31
2,459,2474,-1437,194,-3,6
2,838,1213,-749,192,5,-26
2,1245,-331,-90,183,4,-56
2,2209,-484,-162,161,-9,-69
2,374,-1197,-887,141,-34,-63
2,-184,-1748,-1174,129,-48,-46
2,-405,-969,-969,122,-55,-24
2,-2219,-50,-746,119,-61,-4
2,-1769,-1017,-1180,120,-58,7
2,-1777,32,-963,126,-48,27
2,-1070,1149,-427,138,-39,43
2,-743,2829,-471,154,-32,43
2,275,1321,-902,174,-19,32
2,-132,1365,-940,182,-8,15
2,714,2103,-1190,186,7,-2
2,247,212,-676,179,9,-26
2,1061,-182,-19,163,7,-49
2,1819,-1022,-86,132,-9,-60
2,-888,-2162,-773,115,-29,-51
2,1035,-1056,-2065,105,-30,-25
2,-1031,-305,-879,102,-37,6
2,-2343,-931,-533,98,-37,29
2,-1305,465,-484,98,-29,52
2,-1325,847,-353,105,-26,66
2,-1227,1442,-497,122,-22,74
2,-546,3674,-1757,149,-21,70
2,1602,636,-1315,175,-6,56
2,1087,1377,-1664,180,2,36
2,722,391,-1158,174,11,12
2,587,-108,-474,161,7,-11
2,1181,-224,-670,142,-5,-22
2,-1175,-1198,-651,124,-26,-24
2,-288,-1470,-442,110,-28,-10
2,-990,-1489,-739,102,-32,10
2,-2123,-1105,-752,98,-32,37
2,-2129,1213,-789,98,-27,66
2,-1201,1040,-197,109,-24,79
2,-716,1270,-772,131,-23,84
2,-194,4212,-2223,162,-23,81
2,991,702,-1168,183,-11,58
2,244,2473,-2122,187,-2,39
2,1381,-523,-1261,178,8,5
2,-291,280,-888,164,3,-18
2,1891,-780,-299,140,-7,-32
2,-263,-2398,-831,123,-31,-30
2,-617,-415,-532,108,-32,-6
2,-2187,-2106,-690,100,-37,12
2,-1987,-696,-1151,98,-35,37
2,-1472,1142,-807,103,-29,63
2,-1420,1381,-447,116,-28,75
2,-1559,2045,-1142,139,-30,74
2,651,2840,-1573,172,-25,64
2,-29,1265,-1294,188,-13,42
2,710,2539,-1820,193,0,23
2,174,1257,-1589,191,12,-9
2,11,-1105,-39,181,13,-45
2,2279,291,-189,156,6,-62
2,529,-968,67,121,-15,-64
2,-1347,-2263,-843,98,-28,-52
2,434,-2261,-2058,87,-28,-26
2,-2134,-1470,-2385,87,-30,10
2,-2421,-1453,-788,85,-28,51
2,-2224,2432,-1227,87,-25,87
2,-1163,870,-751,110,-29,90
2,-1139,4562,-2816,143,-32,86
2,2016,1092,-1493,181,-22,71
2,613,2475,-1429,192,-13,49
2,875,2242,-2174,189,0,24
2,1866,435,-1200,170,4,-14
2,2697,-542,-72,143,-14,-35
2,-3069,-2867,-75,117,-35,-31
2,721,-1157,-1398,103,-36,-9
2,-1305,256,-1099,101,-45,15
3,-190,-141,-93,50,-15,17
3,-165,106,-110,49,-16,18
3,-350,77,-87,48,-17,19
3,-167,225,-39,48,-17,19
3,-181,202,-37,47,-17,19
3,-266,259,-32,47,-18,18
3,-152,409,-67,46,-18,16
3,-259,634,42,44,-19,13
3,-512,504,-80,42,-20,7
3,-370,98,-307,40,-20,0
3,-177,167,-314,38,-19,-9
3,-800,258,-567,37,-19,-17
3,123,427,-194,37,-14,-27
3,-1074,180,-164,40,-12,-35
3,-434,71,-73,45,-4,-41
3,-330,18,-86,51,2,-45
3,-1196,-730,-56,68,16,-45
3,405,-22,-315,87,35,-36
3,-277,-640,-298,94,36,-34
3,-157,-75,-226,100,38,-27
3,3,-657,-114,104,39,-24
3,-267,-340,-148,108,38,-16
3,43,-115,-194,111,36,-8
3,244,-762,-228,112,36,-3
3,-307,562,-239,110,33,6
3,311,-555,-133,110,33,10
3,-205,44,-154,109,30,17
3,75,-202,-257,108,28,21
3,344,86,-257,106,25,25
3,189,-226,-16,102,21,30
3,-247,-83,16,98,19,33
3,-608,622,-18,94,16,36
3,-381,-291,17,91,14,33
3,-592,-11,-53,91,14,33
3,-121,-46,-72,91,14,33
3,-218,-139,-65,91,14,32
4,-489,-63,110,70,6,-2
4,-351,42,248,70,7,-1
4,-313,63,135,70,6,-2
4,243,139,-40,70,7,-2
4,-450,-57,-82,68,5,-2
4,5,-119,-20,66,5,-2
4,-420,-231,-123,64,4,-1
4,-80,-285,-219,60,2,0
4,13,-231,-288,56,2,3
4,-250,-554,-254,51,-1,8
4,-178,-268,-196,48,-2,16
4,-378,-199,-56,45,-3,24
4,-451,-707,-77,43,-4,31
4,-656,-595,-84,43,-5,41
4,-279,189,37,43,-3,53
4,-2,19,50,46,-3,60
4,-377,19,57,47,-2,69
4,-580,315,98,51,-5,75
4,-441,-421,4,56,-5,79
4,-792,-15,6,63,-7,83
4,237,298,-127,74,-7,86
4,91,671,-151,83,-8,89
4,-273,312,-224,95,-9,87
4,111,583,-174,107,-9,84
4,1,566,-412,117,-7,78
4,579,149,-360,127,-3,71
4,258,825,-266,133,0,65
4,-256,-99,-410,138,4,59
4,92,392,-463,138,7,51
4,-287,466,-339,139,10,43
4,-221,549,-445,138,13,34
4,-129,97,-255,137,16,24
4,-90,466,-217,135,18,18
4,-346,-185,-27,132,19,9
4,-186,445,-153,130,20,4
4,505,476,-157,122,19,-2
4,-209,34,-56,114,15,-10
4,-99,618,-73,106,12,-15
4,-194,-252,-75,99,8,-21
4,-595,6,-162,95,5,-23
4,-448,-289,-134,95,5,-23
4,-487,-92,-181,95,5,-23
4,-194,-77,-163,95,4,-23
4,-43,112,-91,95,4,-22
4,-118,7,-90,95,3,-22
4,-132,106,-69,95,3,-21
